Tên chung cư,Đường/Phố,Xã/Phường/Thị Trấn,Quận/Huyện,Diện tích,Mức giá,Số phòng ngủ,Số toilet
 Kikyo Residence, Đỗ Xuân Hợp,Phước Long B, Quận 9,45.00,2.95,1.00,1
 Thủ Thiêm Dragon,,Thạnh Mỹ Lợi, Quận 2,45.00,2.95,1.00,1
 Thủ Thiêm Dragon,,Thạnh Mỹ Lợi, Quận 2,50.00,1.65,2.00,1
 Sky 9, Liên Phường,Phú Hữu, Quận 9,55.00,1.88,2.00,1
 Kikyo Residence, Đỗ Xuân Hợp,Phước Long B, Quận 9,81.00,2.9,3.00,1
 Vinhomes Grand Park quận 9,,Long Thạnh Mỹ, Quận 9,69.00,2,2.00,2
 Green Town Bình Tân,8,Bình Hưng Hòa B, Bình Tân,26.00,1.9,2.00,2
 The Tresor, Bến Vân Đồn,12, Quận 4,90.00,6,3.00,
 The Tresor, Bến Vân Đồn,12, Quận 4,75.00,4.5,3.00,
 The Tresor, Bến Vân Đồn,12, Quận 4,74.00,4.5,2.00,2
 River Gate, Bến Vân Đồn,6, Quận 4,80.00,5.9,2.00,2
 Saigon Royal Residence, Bến Vân Đồn,12, Quận 4,65.00,4.5,2.00,
 Masteri Millennium, Bến Vân Đồn,6, Quận 4,53.00,3.8,1.00,2
 Masteri Millennium, Bến Vân Đồn,6, Quận 4,65.00,4.8,2.00,1
 Masteri Millennium, Bến Vân Đồn,6, Quận 4,100.00,8.5,3.00,2
 Masteri Millennium, Bến Vân Đồn,6, Quận 4,81.00,3.2,2.00,
 Sky Garden I, Phạm Văn Nghị,Tân Phong, Quận 7,92.00,6,2.00,2
 River Gate, Bến Vân Đồn,6, Quận 4,53.00,3.85,2.00,2
 Saigon Royal Residence, Bến Vân Đồn,12, Quận 4,88.00,7.5,2.00,1
 Saigon Royal Residence, Bến Vân Đồn,12, Quận 4,65.00,3.7,2.00,2
 The Tresor, Bến Vân Đồn,12, Quận 4,74.00,4,2.00,2
 Richmond City,,26, Bình Thạnh,50.00,3.2,1.00,
 ICON 56, Bến Vân Đồn,12, Quận 4,87.00,5.2,3.00,1
 ICON 56, Bến Vân Đồn,12, Quận 4,26.00,1.8,2.00,2
 River Gate, Bến Vân Đồn,6, Quận 4,74.00,4.5,2.00,2
 River Gate, Bến Vân Đồn,6, Quận 4,112.00,6,3.00,2
 River Gate, Bến Vân Đồn,6, Quận 4,68.00,2.4,2.00,2
 Lavita Garden,3,Trường Thọ, Thủ Đức,67.80,2.362,2.00,2
 Vinhomes Grand Park, Nguyễn Xiển,Long Thạnh Mỹ, Quận 9,50.00,7.56,1.00,2
 The Marq, Nguyễn Đình Chiểu,Đa Kao, Quận 1,80.00,3.97,2.00,
 Mizuki Park, Nguyễn Văn Linh, Bình Hưng, Bình Chánh,63.00,1.85,2.00,2
 Green Town Bình Tân, Số 3,Bình Hưng Hòa B, Bình Tân,60.00,1.5,2.00,2
 Thủ Thiêm Green House, Võ Chí Công,Thạnh Mỹ Lợi, Quận 2,65.00,3.5,2.00,2
 The Tresor, Bến Vân Đồn,12, Quận 4,65.00,4.2,2.00,1
 Masteri Millennium, Bến Vân Đồn,6, Quận 4,35.00,1.6,1.00,2
The Sun Avenue, Mai Chí Thọ,An Phú, Quận 2,78.88,3.08,2.00,1
 The Krista, Nguyễn Duy Trinh,Bình Trưng Đông, Quận 2,80.00,1.75,2.00,2
 Phú Lợi, Phạm Thế Hiển,7, Quận 8,50.07,3.745,1.00,1
 Lumiere Boulevard, Nguyễn Xiển,Long Bình, Quận 9,68.00,2.5,2.00,
 PARCSpring, Nguyễn Duy Trinh,Bình Trưng Đông, Quận 2,80.00,1.75,2.00,1
 Phú Lợi, Phạm Thế Hiển,7, Quận 8,50.07,3.745,1.00,1
 Lumiere Boulevard, Nguyễn Xiển,Long Bình, Quận 9,68.00,2.5,2.00,
 PARCSpring, Nguyễn Duy Trinh,Bình Trưng Đông, Quận 2,80.00,6.2,2.00,1
 Midtown Phú Mỹ Hưng,,Tân Phú, Quận 7,98.00,1.47,2.00,2
 The Manor HCM, Nguyễn Hữu Cảnh,22, Bình Thạnh,56.00,2.35,2.00,2
 Mizuki Park, Nguyễn Văn Linh, Bình Hưng, Bình Chánh,83.00,3.4,3.00,1
 Sunrise Riverside, Nguyễn Hữu Thọ, Phước Kiển, Nhà Bè,75.00,1.47,2.00,2
 The Sun Avenue, Mai Chí Thọ,"An Phú, Quận 2",,60.00,9.12,1.00,2
 HaDo Centrosa Garden, 3/2,12, Quận 10,52.00,1.81,1.00,2
The PegaSuite 2,,16, Quận 8,84.00,3.08,2.00,1
The PegaSuite 2,,6, Quận 8,68.00,1.48,2.00,2
 Opal Garden,20,Hiệp Bình Chánh, Thủ Đức,80.00,3.5,2.00,2
 Florita Đức Khải, D1,Tân Hưng, Quận 7,78.00,3.35,3.00,2
 Florita Đức Khải, D1,Tân Hưng, Quận 7,69.00,3.2,2.00,2
 Lavita Charm,1,Trường Thọ, Thủ Đức,92.00,2.8,2.00,2
 La Casa, Hoàng Quốc Việt,Phú Thuận, Quận 7,71.00,3.3,2.00,2
 Celadon City, N1,Sơn Kỳ, Tân Phú,68.00,2.6,2.00,2
 An Gia Skyline, Hoàng Quốc Việt,Phú Thuận, Quận 7,68.00,2.6,2.00,2
 An Gia Skyline, Hoàng Quốc Việt,Phú Thuận, Quận 7,77.00,4.5,2.00,2
The Tresor, Bến Vân Đồn,12, Quận 4,90.00,6.5,2.00,2
 Diamond Island,,Bình Trưng Tây, Quận 2,153.60,12.8,4.00,2
Vinhomes Central Park, Nguyễn Hữu Cảnh,22, Bình Thạnh,57.00,1.9,2.00,3
 Belleza Apartment, Phạm Hữu Lầu,Phú Mỹ, Quận 7,75.00,3.8,2.00,1
 D’Lusso, Nguyễn Thị Định,An Phú, Quận 2,37.00,1.57,1.00,2
The Sun Avenue, Mai Chí Thọ,An Phú, Quận 2,92.00,8.5,2.00,1
 Sarimi Sala, Nguyễn Cơ Thạch,An Lợi Đông, Quận 2,135.00,5.8,3.00,2
 Happy Valley, Nguyễn Văn Linh,Tân Phong, Quận 7,150.00,15.5,4.00,2
 Vinhomes Central Park, Điện Biên Phủ,22, Bình Thạnh,135.00,7.8,3.00,3
 Saigon Pearl, Nguyễn Hữu Cảnh,22, Bình Thạnh,80.00,4.4,2.00,
 Masteri An Phú, Xa Lộ Hà Nội,Thảo Điền, Quận 2,53.00,1.75,2.00,2
 Prosper Phố Đông, Tô Ngọc Vân,Tam Bình, Thủ Đức,64.00,1.79,2.00,2
 EHome 3, Hồ Học Lãm,An Lạc, Bình Tân,95.00,4.9,2.00,2
 Imperia An Phú,,An Phú, Quận 2,85.00,4.25,2.00,2
 Lữ Gia Plaza, Lữ Gia,"15, Quận 11",,68.00,2.6,2.00,2
 Moonlight Residences, Đặng Văn Bi,Bình Thọ, Thủ Đức,141.00,12.8,4.00,2
 Vinhomes Central Park, Điện Biên Phủ,22, Bình Thạnh,141.00,12.8,4.00,3
 Vinhomes Central Park, Điện Biên Phủ,22, Bình Thạnh,121.00,3.1,3.00,3
Hoàng Anh An Tiến - Gold House, Nguyễn Hữu Thọ, Phước Kiển, Nhà Bè,83.00,2.65,2.00,2
 Rivera Park Sài Gòn, Thành Thái,14, Quận 10,66.00,1.47,2.00,2
 Safira Khang Điền, Võ Chí Công,Phú Hữu, Quận 9,51.00,1.9,1.00,2
 Q7 Saigon Riverside, Đào Trí,Phú Thuận, Quận 7,51.00,1.95,1.00,1
 Q7 Boulevard, Nguyễn Lương Bằng,Phú Mỹ, Quận 7,94.00,8,3.00,1
 De La Sol, Tôn Thất Thuyết,1, Quận 4,220.00,11.195,4.00,2
 Celadon City, N1,Sơn Kỳ, Tân Phú,95.00,2.63,3.00,2
 Topaz City, Cao Lỗ,4, Quận 8,86.00,7,2.00,2
 Dream Home Residence, Lê Đức Thọ,13, Gò Vấp,59.00,2.95,2.00,2
 Osimi Tower, Lê Đức Thọ,15, Gò Vấp,49.00,2.8,1.00,2
 Opal Garden, Số 20,Hiệp Bình Chánh, Thủ Đức,66.00,3.1,2.00,2
 HaDo Centrosa Garden, 3/2,12, Quận 10,66.00,3.1,2.00,2
 HaDo Centrosa Garden, 3/2,12, Quận 10,116.00,1.69,3.00,2
 Vinhomes Central Park, Điện Biên Phủ,22, Bình Thạnh,135.00,6.5,3.00,2
 Vinhomes Grand Park quận 9,,Long Thạnh Mỹ, Quận 9,100.00,4.55,3.00,1
 Happy Valley, Nguyễn Văn Linh,Tân Phong, Quận 7,95.00,6.2,3.00,2
 Wilton Tower, Nguyễn Văn Thương,25, Bình Thạnh,80.00,2.9,2.00,2
Chung cư Mỹ Đức, Xô Viết Nghệ Tĩnh,21, Bình Thạnh,102.00,4.2,3.00,2
 Him Lam Riverside, Hoàng Trọng Mậu,Tân Hưng, Quận 7,63.00,3.1,2.00,2
Đường Trần Kế Xương, Trần Kế Xương,7, Phú Nhuận,96.00,4.9,2.00,2
 Celadon City, N1,Sơn Kỳ, Tân Phú,72.00,4.6,2.00,2
 Lumiere Boulevard, Nguyễn Xiển,Long Bình, Quận 9,96.00,4.5,2.00,2
 Sun Village Apartment, Nguyễn Văn Đậu,6, Bình Thạnh,72.00,4.7,2.00,2
 Lumiere Boulevard, Nguyễn Xiển,Long Bình, Quận 9,125.00,5.9,3.00,
 Sun Village Apartment, Nguyễn Văn Đậu,6, Bình Thạnh,74.00,4.9,2.00,2
 Lumiere Boulevard, Nguyễn Xiển,Long Bình, Quận 9,74.00,4.5,2.00,2
 Terra Royal, Lý Chính Thắng,Võ Thị Sáu, Quận 3,74.00,4.9,2.00,2
 Lumiere Boulevard, Nguyễn Xiển,Long Bình, Quận 9,74.00,4.5,2.00,2
 Terra Royal, Lý Chính Thắng,Võ Thị Sáu, Quận 3,74.00,4.9,2.00,2
 Lumiere Boulevard, Nguyễn Xiển,Long Bình, Quận 9,75.00,4.9,2.00,2
 The Everrich Infinity, An Dương Vương,4, Quận 5,77.00,3.9,2.00,3
 Kingdom 101, Tô Hiến Thành,14, Quận 10,55.00,5,1.00,2
 Saigon Pavillon,,6, Quận 3,64.50,1.64,2.00,1
 The Manor HCM, Nguyễn Hữu Cảnh,22, Bình Thạnh,61.00,1.92,1.00,2
 Masteri Millennium, Bến Vân Đồn,"6, Quận 4",,66.00,1.76,2.00,2
 Sunwah Pearl, Nguyễn Hữu Cảnh,22, Bình Thạnh,67.00,1.57,2.00,2
 Vinhomes Grand Park,,Long Thạnh Mỹ, Quận 9,66.00,2.48,2.00,2
 The Western Capital, Lý Chiêu Hoàng,10, Quận 6,87.00,4.1,3.00,2
 Satra Eximland,,1, Phú Nhuận,75.00,2.6,2.00,2
 The Harmona, Trương Công Định,14, Tân Bình,56.00,1.55,2.00,
 Depot Metro Tham Lương, Tân Thới Nhất 17,Tân Thới Nhất, Quận 12,67.00,1.75,2.00,2
 Topaz Home 2,154,Tân Phú, Quận 9,43.00,1.3,2.00,2
 Topaz Home, Phan Văn Hớn,Tân Thới Nhất, Quận 12,63.00,2.05,2.00,2
 Stown Thủ Đức, Bình Chiểu,Bình Chiểu, Thủ Đức,65.00,2.1,2.00,2
 Prosper Plaza, Phan Văn Hớn,Tân Thới Nhất, Quận 12,74.00,4.5,2.00,
 Terra Royal, Lý Chính Thắng,Võ Thị Sáu, Quận 3,43.00,1.3,2.00,2
 Topaz Home, Phan Văn Hớn,Tân Thới Nhất, Quận 12,63.00,2.05,2.00,2
 Stown Thủ Đức, Bình Chiểu,Bình Chiểu, Thủ Đức,65.00,2.1,2.00,2
 Prosper Plaza, Phan Văn Hớn,Tân Thới Nhất, Quận 12,58.00,1.65,2.00,
 Tecco Green Nest, Phan Văn Hớn,Tân Thới Nhất, Quận 12,62.00,1.75,3.00,2
 CTL Tower, Dương Thị Giang,Tân Thới Nhất, Quận 12,100.00,6.3,3.00,2
 Kingdom 101, Tô Hiến Thành,14, Quận 10,69.00,2.85,2.00,2
 The Origami, Nguyễn Xiển,Long Thạnh Mỹ, Quận 9,65.00,1.425,2.00,2
 Richmond City,,26, Bình Thạnh,66.00,1.78,2.00,1
 The Everrich Infinity, An Dương Vương,"4, Quận 5",,65.00,1.37,2.00,2
 Tecco Central Home,,24, Bình Thạnh,68.00,3.65,2.00,2
D’Lusso, Nguyễn Thị Định,An Phú, Quận 2,62.00,1.82,2.00,2
 Dream Home Palace, Trịnh Quang Nghị,7, Quận 8,46.20,1.59,2.00,2
Tân Hương Tower, Lê Sát,Tân Quý, Tân Phú,94.00,5,2.00,2
The Infiniti Riviera Point,,Tân Phú, Quận 7,71.00,1.83,2.00,2
 Luxcity, Huỳnh Tấn Phát,Bình Thuận, Quận 7,95.00,5.9,3.00,2
 The Golden Star, Nguyễn Thị Thập,Bình Thuận, Quận 7,74.00,3.8,2.00,2
 Sky Center, Phổ Quang,2, Tân Bình,469.00,52.7,5.00,2
 De La Sol, Tôn Thất Thuyết,1, Quận 4,69.49,2.6,2.00,5
 Moonlight Avenue, Vành Đai 2,Trường Thọ, Thủ Đức,129.00,9.9,3.00,2
 Midtown Phú Mỹ Hưng,,Tân Phú, Quận 7,126.00,9.8,3.00,2
 The Peak,,Tân Phú, Quận 7,81.00,5.8,2.00,
 The Peak,,Tân Phú, Quận 7,73.00,1.97,2.00,2
 Avatar Thủ Đức, Số 1,Trường Thọ, Thủ Đức,62.00,2.5,2.00,2
 Vinhomes Grand Park, Nguyễn Xiển,Long Thạnh Mỹ, Quận 9,75.00,3.9,2.00,1
 Lumiere Boulevard, Nguyễn Xiển,Long Bình, Quận 9,86.00,8.5,2.00,2
 Sarimi Sala,,An Lợi Đông, Quận 2,75.00,4.1,2.00,2
 Lumiere Boulevard, Nguyễn Xiển,Long Bình, Quận 9,109.00,10.8,3.00,2
 Sarimi Sala, Nguyễn Cơ Thạch,An Lợi Đông, Quận 2,109.00,10.8,3.00,2
 Sarimi Sala, Nguyễn Cơ Thạch,An Lợi Đông, Quận 2,90.00,13,2.00,2
 Zeit River Thủ Thiêm ,,An Khánh, Quận 2,74.00,3.6,2.00,2
Carillon Apartment, Hoàng Hoa Thám,13, Tân Bình,88.00,8.3,2.00,2
 Sarimi Sala,,An Lợi Đông, Quận 2,116.00,4.8,2.00,2
The EverRich I, 3/2,15, Quận 11,79.00,1.85,2.00,2
Tân Hương Tower, Tân Hương,Tân Quý, Tân Phú,92.40,8.6,2.00,2
 Sarimi Sala,,An Lợi Đông, Quận 2,120.00,9,3.00,2
 Sadora Apartment, Mai Chí Thọ,An Lợi Đông, Quận 2,44.00,1.8,1.00,2
Centana Thủ Thiêm, Mai Chí Thọ,An Phú, Quận 2,64.00,2.9,2.00,1
Centana Thủ Thiêm, Mai Chí Thọ,An Phú, Quận 2,64.00,3.1,2.00,2
 Centana Thủ Thiêm, Mai Chí Thọ,An Phú, Quận 2,61.00,3.8,2.00,2
 New City Thủ Thiêm, Mai Chí Thọ,Bình Khánh, Quận 2,88.00,6.6,2.00,2
 Sadora Apartment, Mai Chí Thọ,, Quận 2,80.00,5.75,2.00,2
 The Peak,,Tân Phú, Quận 7,54.00,1.8,1.00,2
 Q7 Saigon Riverside, Đào Trí,Phú Thuận, Quận 7,78.00,1.52,2.00,1
 Rivera Park Sài Gòn, Thành Thái,14, Quận 10,70.00,1.65,2.00,2
 The Everrich Infinity, An Dương Vương,4, Quận 5,45.10,3,1.00,2
 Masteri Thảo Điền, Xa Lộ Hà Nội,Thảo Điền, Quận 2,38.00,2,2.00,
Elysian, Lò Lu,Trường Thạnh, Quận 9,181.00,17,4.00,3
 Feliz En Vista, Đồng Văn Cống,Thạnh Mỹ Lợi, Quận 2,109.00,10.8,3.00,3
 Sarimi Sala, Nguyễn Cơ Thạch,An Lợi Đông, Quận 2,80.00,5.45,2.00,2
 One Verandah Mapletree, Bát Nàn,Thạnh Mỹ Lợi, Quận 2,70.00,1.66,2.00,2
 River Gate, Bến Vân Đồn,"6, Quận 4",,70.00,1.58,2.00,2
 The Gold View, Bến Vân Đồn,1, Quận 4,70.00,1.53,2.00,2
 New City Thủ Thiêm, Mai Chí Thọ,Bình Khánh, Quận 2,58.00,3.92,1.00,2
 Feliz En Vista, Đồng Văn Cống,Thạnh Mỹ Lợi, Quận 2,50.00,1.85,1.00,1
 Bàu Cát II,,, Tân Bình,68.00,1.65,2.00,
 Safira Khang Điền, Võ Chí Công,Phú Hữu, Quận 9,120.00,5.8,3.00,1
 Green Valley, Tôn Dật Tiên,Tân Phú, Quận 7,138.00,14.5,4.00,2
 HaDo Centrosa Garden, 3/2,12, Quận 10,107.00,8.3,3.00,2
 Feliz En Vista, Phan Văn Đáng,Thạnh Mỹ Lợi, Quận 2,83.00,6.2,3.00,2
 New City Thủ Thiêm, Mai Chí Thọ,Bình Khánh, Quận 2,83.00,2.3,2.00,2
 HaDo Centrosa Garden, 3/2,12, Quận 10,87.00,5.1,3.00,2
 HaDo Centrosa Garden, 3/2,12, Quận 10,107.00,8.3,3.00,2
 HaDo Centrosa Garden, 3/2,12, Quận 10,107.00,8.3,3.00,2
 HaDo Centrosa Garden, 3/2,12, Quận 10,75.00,2.05,2.00,2
Fortuna - Vườn Lài, Vườn Lài,Phú Thọ Hòa, Tân Phú,87.00,4.8,2.00,2
The Flemington, Lê Đại Hành,15, Quận 11,70.00,3.85,2.00,2
Res 11, Lạc Long Quân,3, Quận 11,73.00,2.08,2.00,2
 Peridot Building, An Dương Vương,16, Quận 8,63.00,2,2.00,2
 HaDo Centrosa Garden, 3/2,12, Quận 10,81.00,3.35,2.00,1
 Florita Đức Khải,,Tân Hưng, Quận 7,86.00,1.68,2.00,2
 Him Lam Chợ Lớn, Hậu Giang,,,70.00,2.75,2.00,2
 Bàu Cát II, Hồng Lạc,10, Tân Bình,66.00,1.21,2.00,2
 Green River quận 8, Phạm Thế Hiển,6, Quận 8,120.00,7.6,3.00,2
Horizon, Trần Quang Khải,Tân Định, Quận 1,68.50,4.5,2.00,2
 D’Lusso, Nguyễn Thị Định,An Phú, Quận 2,60.62,9,1.00,2
 Zeit River Thủ Thiêm ,,Thủ Thiêm, Quận 2,147.00,8.7,2.00,1
 Sunrise City, Nguyễn Hữu Thọ,Tân Hưng, Quận 7,180.00,23,4.00,3
 Estella Heights, Song Hành,An Phú, Quận 2,113.00,3.7,3.00,3
 Citizen Trung Sơn, 9A, Bình Hưng, Bình Chánh,107.00,8.3,3.00,3
 HaDo Centrosa Garden, 3/2,12, Quận 10,75.00,2.05,2.00,2
Fortuna - Vườn Lài, Vườn Lài,Phú Thọ Hòa, Tân Phú,87.00,4.8,2.00,2
The Flemington, Lê Đại Hành,15, Quận 11,64.00,1.85,2.00,2
 EHome 3, Hồ Học Lãm,An Lạc, Bình Tân,55.00,1.78,2.00,2
 Flora Anh Đào, Đỗ Xuân Hợp,Phước Long B, Quận 9,55.00,1.89,2.00,1
 Kikyo Residence, Đỗ Xuân Hợp,Phước Long B, Quận 9,75.00,2.6,2.00,2
Âu Cơ Tower, Âu Cơ,Tân Thành, Tân Phú,84.00,1.45,2.00,2
 Celadon City, N1,Sơn Kỳ, Tân Phú,90.00,2.3,3.00,2
 Green Town Bình Tân,,Bình Hưng Hòa B, Bình Tân,161.00,14.5,4.00,2
 Opal SaiGon Pearl, Nguyễn Hữu Cảnh,22, Bình Thạnh,54.00,3.2,2.00,2
Saigon Pearl, Nguyễn Hữu Cảnh,22, Bình Thạnh,85.00,4.3,2.00,2
 Celadon City, N1,Sơn Kỳ, Tân Phú,125.00,11.7,3.00,2
 Estella Heights, Song Hành,An Phú, Quận 2,176.00,12,4.00,2
 Feliz En Vista, Phan Văn Đáng,Thạnh Mỹ Lợi, Quận 2,48.00,1.52,1.00,2
Saigonhomes, Hương lộ 2,Bình Trị Đông A, Bình Tân,71.00,3.32,2.00,1
 Celadon City, N1,Sơn Kỳ, Tân Phú,96.00,4.9,2.00,2
 CityLand Park Hills, Phan Văn Trị,10, Gò Vấp,96.00,4.9,2.00,2
 Eco Green Sài Gòn, Nguyễn Văn Linh,Tân Thuận Tây, Quận 7,100.00,8.4,3.00,2
 HaDo Centrosa Garden, 3/2,12, Quận 10,98.50,4,3.00,2
 Celadon City, N4,Sơn Kỳ, Tân Phú,38.00,1.79,1.00,2
 Sky Center, Phổ Quang,2, Tân Bình,96.00,3.4,3.00,1
 Moonlight Boulevard, Kinh Dương Vương,An Lạc A, Bình Tân,147.00,6.1,4.00,2
 Riverside Residence, Nguyễn Lương Bằng,Tân Phú, Quận 7,195.00,9.2,4.00,3
 Riverside Residence, Nguyễn Lương Bằng,Tân Phú, Quận 7,75.00,1.75,2.00,3
 Xi Grand Court,,14, Quận 10,52.00,2.2,1.00,2
 Moonlight Park View, Số 7,An Lạc A, Bình Tân,72.00,1.73,2.00,1
 Green Field,,, Quận Bình Thạnh,60.00,1.5,2.00,2
 Thủ Thiêm Green House, Võ Chí Công,Thạnh Mỹ Lợi, Quận 2,88.00,1.65,2.00,2
 Vinhomes Central Park, Điện Biên Phủ,22, Bình Thạnh,72.00,3.5,2.00,2
 Asiana Capella, Trần Văn Kiểu,"10, Quận 6",,67.00,1.7,2.00,2
 Tân Mai, Quốc lộ 1A,Tân Tạo, Bình Tân,67.00,1.7,2.00,1
 The Antonia, Nguyễn Lương Bằng,Tân Phú, Quận 7,67.00,1.7,2.00,
 Tân Mai, Quốc lộ 1A,Tân Tạo, Bình Tân,50.00,1.834,1.00,1
 Terra Royal, Lý Chính Thắng,Võ Thị Sáu, Quận 3,69.20,2,2.00,2
 Green Town Bình Tân,,Bình Hưng Hòa B, Bình Tân,71.00,4.35,2.00,2
 Masteri An Phú, Xa Lộ Hà Nội,Thảo Điền, Quận 2,69.00,1.49,2.00,2
The Prince Residence, Nguyễn Văn Trỗi,12, Phú Nhuận,106.00,4,3.00,2
 Chung cư Mỹ Đức, Xô Viết Nghệ Tĩnh,21, Bình Thạnh,95.00,4.46,3.00,2
 Akari City Nam Long, Võ Văn Kiệt,An Lạc, Bình Tân,99.00,4.65,3.00,2
 Mizuki Park, Nguyễn Văn Linh, Bình Hưng, Bình Chánh,110.00,6,3.00,2
 Nam Phúc - Le Jardin,17,Tân Phú, Quận 7,54.00,2.35,1.00,
 Chung cư Mỹ Đức, Xô Viết Nghệ Tĩnh,21, Bình Thạnh,80.00,2.9,2.00,1
 Chung cư Mỹ Đức, Xô Viết Nghệ Tĩnh,21, Bình Thạnh,55.00,3.2,2.00,2
 Vista Verde, Phan Văn Đáng,Thạnh Mỹ Lợi, Quận 2,85.00,5.55,2.00,2
 Jamila Khang Điền, Song Hành,Phú Hữu, Quận 9,79.00,5.7,2.00,2
 Midtown Phú Mỹ Hưng,,Tân Phú, Quận 7,76.00,3.6,2.00,2
The Sun Avenue, Mai Chí Thọ,An Phú, Quận 2,70.00,2.7,2.00,2
 Carillon 5, Lũy Bán Bích,Hòa Thạnh, Tân Phú,105.00,14.5,3.00,2
Saigon Royal Residence, Bến Vân Đồn,12, Quận 4,88.00,8.4,2.00,2
 Saigon Royal Residence, Bến Vân Đồn,12, Quận 4,88.00,7.7,2.00,2
 Saigon Royal Residence, Bến Vân Đồn,12, Quận 4,81.00,5.8,2.00,2
Saigon Royal Residence, Bến Vân Đồn,12, Quận 4,90.00,5.4,3.00,2
 ICON 56, Bến Vân Đồn,12, Quận 4,82.00,5.899,2.00,2
Saigon Royal Residence, Bến Vân Đồn,13, Quận 4,81.00,3.05,2.00,2
Screc Tower, Trường Sa,12, Quận 3,55.00,6.8,1.00,2
 The Landmark 81 - Vinhomes Central Park,,22, Quận Bình Thạnh,75.00,5.7,2.00,1
 De La Sol, Tôn Thất Thuyết,1, Quận 4,100.00,4.1,3.00,2
 Jamila Khang Điền, Song Hành,Phú Hữu, Quận 9,103.00,1.625,2.00,2
 PetroVietnam Landmark, Tỉnh lộ 25B,An Phú, Quận 2,190.00,12,4.00,2
 Dream Home Residence, Lê Đức Thọ,13, Gò Vấp,100.00,8,2.00,2
 Midtown Phú Mỹ Hưng, Nguyễn Lương Bằng,Tân Phú, Quận 7,130.00,18,2.00,
 The Peak,,Tân Phú, Quận 7,126.00,5,2.00,
 The Peak, Nguyễn Lương Bằng,Tân Phú, Quận 7,150.00,10,2.00,
 The Antonia, Nguyễn Lương Bằng,Tân Phú, Quận 7,126.00,15,2.00,
 The Peak, Nguyễn Lương Bằng,Tân Phú, Quận 7,150.00,10,2.00,
 The Peak, Nguyễn Lương Bằng,Tân Phú, Quận 7,178.00,21,3.00,2
 Saigon Royal Residence, Bến Vân Đồn,12, Quận 4,38.00,2.2,1.00,2
 Richmond City,,26, Bình Thạnh,81.00,3.8,2.00,2
 The Gold View, Bến Vân Đồn,1, Quận 4,86.00,1.45,2.00,2
The Everrich Infinity, An Dương Vương,4, Quận 5,105.00,3.6,2.00,2
 Đất Phương Nam, Chu Văn An,12, Bình Thạnh,98.00,6,2.00,
 The Peak,,Tân Phú, Quận 7,68.00,1.38,2.00,
 Osimi Tower, Lê Đức Thọ,"15, Gò Vấp",,80.00,1.49,2.00,2
 Topaz Elite, Cao Lỗ,4, Quận 8,71.00,3.2,2.00,2
 Celadon City, N1,Sơn Kỳ, Tân Phú,68.00,1.34,2.00,2
 The Art Gia Hòa, Đỗ Xuân Hợp,"Phước Long B, Quận 9",,71.00,1.41,2.00,2
 Eco Green Sài Gòn, Nguyễn Văn Linh,Tân Thuận Tây, Quận 7,48.00,3.1,1.00,2
 Masteri Thảo Điền, Xa Lộ Hà Nội,Thảo Điền, Quận 2,50.00,1.6,2.00,1
 Sky 9, Liên Phường,Phú Hữu, Quận 9,62.00,2.05,2.00,1
 Dream Home Residence,,14, Gò Vấp,66.00,3.32,2.00,2
 Richmond City,,26, Bình Thạnh,141.00,9.4,2.00,2
 Saigon Pearl, Nguyễn Hữu Cảnh,22, Bình Thạnh,96.00,2.6,3.00,2
 EHome 3, Hồ Học Lãm,An Lạc, Bình Tân,50.00,1.4,1.00,3
 EHome 3, Hồ Học Lãm,An Lạc, Bình Tân,56.00,2.45,2.00,1
 Mizuki Park, Nguyễn Văn Linh, Bình Hưng, Bình Chánh,65.00,1.9,2.00,1
 The Privia, An Dương Vương,An Lạc, Bình Tân,70.00,4.15,2.00,2
 Masteri An Phú, Xa Lộ Hà Nội,Thảo Điền, Quận 2,117.00,10.7,3.00,
 Diamond Island,,"Bình Trưng Tây, Quận 2",,40.00,3.3,1.00,2
The Everrich Infinity, An Dương Vương,4, Quận 5,210.00,20,3.00,1
 Masteri Thảo Điền, Xa Lộ Hà Nội,Thảo Điền, Quận 2,70.00,4.7,2.00,3
 Masteri Thảo Điền, Xa Lộ Hà Nội,Thảo Điền, Quận 2,70.00,4.3,2.00,2
 Masteri Thảo Điền, Xa Lộ Hà Nội,Thảo Điền, Quận 2,75.00,2.8,2.00,2
 Masteri Thảo Điền, Xa Lộ Hà Nội,Thảo Điền, Quận 2,67.00,1.46,2.00,2
 The Art Gia Hòa, Đỗ Xuân Hợp,Phước Long B, Quận 9,93.00,5.5,3.00,2
 Masteri Thảo Điền, Xa Lộ Hà Nội,Thảo Điền, Quận 2,71.00,4.6,2.00,2
 Masteri Thảo Điền, Xa Lộ Hà Nội,Thảo Điền, Quận 2,50.00,1.6,2.00,2
 Masteri Thảo Điền, Xa Lộ Hà Nội,Thảo Điền, Quận 2,129.00,12.3,3.00,2
 Midtown Phú Mỹ Hưng,,Tân Phú, Quận 7,90.00,2.7,2.00,2
 Chung cư Phúc Yên, Phan Huy Ích,15, Tân Bình,123.00,11,3.00,2
 Midtown Phú Mỹ Hưng,,Tân Phú, Quận 7,55.00,5.3,1.00,2
 Sunwah Pearl, Nguyễn Hữu Cảnh,22, Bình Thạnh,84.00,13,2.00,1
